Chr	Sites	Strand	Gene	Transcript	NonCR	AGcov	Acov	Genecov	Ratio	NormeRatio	Pvalue	P_adjust	Sample
chr10	131949153	+	ELSE	ELSE	0.0212	36	11	48.03321326411697	0.30556	0.299082128	1.3999999999999998e-10	2.133397069550376e-10	m6A.sites
chr10	131949227	+	ELSE	ELSE	0.0212	24	15	48.03321326411697	0.625	0.61175	8.6e-20	1.7857695388267537e-19	m6A.sites
chr10	131949320	+	ELSE	ELSE	0.0212	19	5	48.03321326411697	0.26316	0.257581008	3.9e-05	4.480406718489728e-05	m6A.sites
chr10	131950741	+	ELSE	ELSE	0.0212	17	9	48.03321326411697	0.52941	0.5181865080000001	1.8e-11	2.8395847537774648e-11	m6A.sites
chr10	131951236	+	ELSE	ELSE	0.0212	23	7	48.03321326411697	0.30435	0.29789778	3.5e-07	4.5639051497412403e-07	m6A.sites
chr10	131955851	+	PPP2R2D	NR_033191.3	0.035519999999999996	217	120	114.21170731707319	0.5529999999999999	0.53335744	1.1999999999999998e-112	8.961746433901363e-112	m6A.sites
chr10	131955860	+	PPP2R2D	NR_033191.3	0.035519999999999996	300	113	114.21170731707319	0.37667	0.3632906816	1.8999999999999995e-82	1.0756119442252036e-81	m6A.sites
chr10	131955902	+	PPP2R2D	NR_033191.3	0.035519999999999996	371	326	114.21170731707319	0.87871	0.8474982208	0.0	0.0	m6A.sites
chr10	131955932	+	PPP2R2D	NR_033191.3	0.035519999999999996	213	103	114.21170731707319	0.48357	0.4663935936	6.1999999999999985e-89	3.7416137536459497e-88	m6A.sites
chr10	131955950	+	PPP2R2D	NR_033191.3	0.035519999999999996	174	73	114.21170731707319	0.41953999999999997	0.40463793919999996	6.3e-58	2.6912326292384657e-57	m6A.sites
chr10	131955966	+	PPP2R2D	NR_033191.3	0.035519999999999996	246	75	114.21170731707319	0.30488000000000004	0.29405066240000005	1.2e-47	4.443322492385524e-47	m6A.sites
chr10	131956010	+	PPP2R2D	NR_033191.3	0.035519999999999996	233	221	114.21170731707319	0.9485	0.9148092800000001	1.0999999999999994e-301	2.4528176165803095e-300	m6A.sites
chr10	131956056	+	PPP2R2D	NR_033191.3	0.035519999999999996	398	289	114.21170731707319	0.72613	0.7003378624000001	3.2e-321	7.578e-320	m6A.sites
chr10	131956087	+	PPP2R2D	NR_033191.3	0.035519999999999996	405	69	114.21170731707319	0.17037	0.1643184576	6.3e-27	1.5835292262405382e-26	m6A.sites
chr10	131956196	+	PPP2R2D	NR_033191.3	0.035519999999999996	343	320	114.21170731707319	0.93294	0.8998019712	0.0	0.0	m6A.sites
chr10	131956421	+	PPP2R2D	NR_033191.3	0.035519999999999996	587	117	114.21170731707319	0.19932	0.1922401536	1.1000000000000002e-51	4.3207057062538796e-51	m6A.sites
chr10	131968861	-	ELSE	ELSE	0.0212	48	5	48.03321326411697	0.10417	0.101961596	0.003	0.003022530726910921	m6A.sites
chr10	131968903	-	ELSE	ELSE	0.0212	58	21	48.03321326411697	0.36207	0.354394116	1.1000000000000001e-20	2.343928185932286e-20	m6A.sites
chr10	131968971	-	ELSE	ELSE	0.0212	63	11	48.03321326411697	0.1746	0.17089848000000002	8.7e-08	1.1703137620184794e-07	m6A.sites
chr10	131968990	-	ELSE	ELSE	0.0212	85	27	48.03321326411697	0.31765	0.31091582	2.2e-24	5.189355871261949e-24	m6A.sites
chr10	131969014	-	ELSE	ELSE	0.0212	82	9	48.03321326411697	0.10976	0.107433088	6.3e-05	7.126593278344662e-05	m6A.sites
chr10	131969381	-	ELSE	ELSE	0.0212	64	44	48.03321326411697	0.6875	0.672925	3e-58	1.2868787751928713e-57	m6A.sites
chr10	131969393	-	ELSE	ELSE	0.0212	72	24	48.03321326411697	0.33333	0.32626340400000003	1.9999999999999999e-22	4.475622946046008e-22	m6A.sites
chr10	131969441	-	ELSE	ELSE	0.0212	78	37	48.03321326411697	0.47436000000000006	0.46430356800000006	1.2e-40	3.971008073817762e-40	m6A.sites
chr10	131969577	-	ELSE	ELSE	0.0212	92	21	48.03321326411697	0.22826	0.22342088799999998	4.8e-16	8.886109796701452e-16	m6A.sites
chr10	131969690	-	ELSE	ELSE	0.0212	23	10	48.03321326411697	0.43478	0.425562664	1.6e-11	2.529285924184543e-11	m6A.sites
chr10	131969694	-	ELSE	ELSE	0.0212	28	18	48.03321326411697	0.64286	0.629231368	8.000000000000001e-24	1.8604846205390918e-23	m6A.sites
chr10	131969716	+	PPP2R2D	XM_006717914.3	0.035519999999999996	34	11	114.21170731707319	0.32353000000000004	0.3120382144	1.5e-08	2.0931537852946134e-08	m6A.sites
chr10	131969735	+	PPP2R2D	XM_006717914.3	0.035519999999999996	25	20	114.21170731707319	0.8	0.771584	4.6e-25	1.1047875973837533e-24	m6A.sites
chr10	131969767	+	PPP2R2D	XM_006717914.3	0.035519999999999996	16	5	114.21170731707319	0.3125	0.3014	0.00018	0.0001969421563243639	m6A.sites
chr10	131969862	-	ELSE	ELSE	0.0212	43	8	48.03321326411697	0.18605	0.18210574	3.1e-06	3.828983652102037e-06	m6A.sites
chr10	131969974	-	ELSE	ELSE	0.0212	32	7	48.03321326411697	0.21875	0.2141125	4.1e-06	5.028148456334529e-06	m6A.sites
chr10	131970191	+	PPP2R2D	XM_006717914.3	0.035519999999999996	18	13	114.21170731707319	0.72222	0.6965667456	1e-15	1.8308587667724562e-15	m6A.sites
chr10	131970234	-	ELSE	ELSE	0.0212	44	15	48.03321326411697	0.34091	0.333682708	1e-14	1.770947697625612e-14	m6A.sites
chr10	131970411	+	PPP2R2D	XM_006717914.3	0.035519999999999996	16	8	114.21170731707319	0.5	0.48224	2.5e-08	3.454049594205877e-08	m6A.sites
chr10	131970487	+	PPP2R2D	XM_006717914.3	0.035519999999999996	20	13	114.21170731707319	0.65	0.626912	8.8e-15	1.5624589081787576e-14	m6A.sites
chr10	131970493	+	PPP2R2D	XM_006717914.3	0.035519999999999996	19	6	114.21170731707319	0.31579	0.3045731392	3.7e-05	4.25798503591274e-05	m6A.sites
chr10	131970499	+	PPP2R2D	XM_006717914.3	0.035519999999999996	19	11	114.21170731707319	0.57895	0.558385696	6.6e-12	1.0591729065362013e-11	m6A.sites
chr10	131970617	-	ELSE	ELSE	0.0212	40	7	48.03321326411697	0.175	0.17129	1.9e-05	2.2311484266707417e-05	m6A.sites
chr10	131970625	-	ELSE	ELSE	0.0212	37	14	48.03321326411697	0.37838	0.370358344	1.3999999999999999e-14	2.468093857018794e-14	m6A.sites
chr10	131970728	+	PPP2R2D	XM_006717914.3	0.035519999999999996	24	5	114.21170731707319	0.20833000000000002	0.20093011840000002	0.001	0.0010285655559432705	m6A.sites
chr10	131970845	+	PPP2R2D	XM_006717914.3	0.035519999999999996	31	5	114.21170731707319	0.16129000000000002	0.1555609792	0.004	0.004008644016486971	m6A.sites
chr10	131970854	+	PPP2R2D	XM_006717914.3	0.035519999999999996	29	6	114.21170731707319	0.2069	0.199550912	0.00047000000000000004	0.0004997041820661304	m6A.sites
chr10	131970862	+	PPP2R2D	XM_006717914.3	0.035519999999999996	25	6	114.21170731707319	0.24	0.2314752	0.0002	0.00021806730140713754	m6A.sites
chr10	131971085	+	PPP2R2D	XM_006717914.3	0.035519999999999996	77	9	114.21170731707319	0.11688	0.1127284224	0.002	0.0020306706491324926	m6A.sites
chr10	131971100	+	PPP2R2D	XM_006717914.3	0.035519999999999996	77	19	114.21170731707319	0.24675	0.23798544	2.0000000000000002e-11	3.149298949155519e-11	m6A.sites
chr10	131971188	+	PPP2R2D	XM_006717914.3	0.035519999999999996	21	13	114.21170731707319	0.61905	0.597061344	2.2e-14	3.8544333892426195e-14	m6A.sites
chr10	131971246	+	PPP2R2D	XM_006717914.3	0.035519999999999996	25	20	114.21170731707319	0.8	0.771584	4.6e-25	1.1047875973837533e-24	m6A.sites
chr10	131981923	-	BNIP3	NM_004052.3	0.023880000000000002	751	92	138.00485436893203	0.1225	0.11957469999999999	7.7e-37	2.384169076912008e-36	m6A.sites
chr10	131981984	-	BNIP3	NM_004052.3	0.023880000000000002	24	20	138.00485436893203	0.8333299999999999	0.8134300795999999	3.5e-29	9.274956896551723e-29	m6A.sites
chr10	130085	+	ELSE	ELSE	0.0212	25	14	48.03321326411697	0.56	0.5481280000000001	1.3e-17	2.530945035059941e-17	m6A.sites
chr10	134345	-	ELSE	ELSE	0.0212	19	8	48.03321326411697	0.42105	0.41212373999999996	2.5e-09	3.6157002574253434e-09	m6A.sites
chr10	134820	-	ELSE	ELSE	0.0212	24	10	48.03321326411697	0.41667	0.407836596	2.7e-11	4.232042802406725e-11	m6A.sites
chr10	4114573	+	ELSE	ELSE	0.0212	26	5	48.03321326411697	0.19230999999999998	0.18823302799999997	0.00018999999999999998	0.00020750671234614896	m6A.sites
chr10	7159067	-	SFMBT2	NM_001029880.2	0.04343	15	8	100.771327014218	0.53333	0.5101674781	6.2e-08	8.401671379360291e-08	m6A.sites
chr10	7159191	-	SFMBT2	NM_001029880.2	0.04343	70	9	100.771327014218	0.12857000000000002	0.12298620490000002	0.003	0.003022530726910921	m6A.sites
chr10	7159425	-	SFMBT2	NM_001029880.2	0.04343	54	10	100.771327014218	0.18519000000000002	0.17714719830000003	9.9e-05	0.00011044546350062214	m6A.sites
chr10	7160001	-	SFMBT2	NM_001029880.2	0.04343	127	77	100.771327014218	0.6063	0.579968391	9.899999999999999e-71	4.9407925132201495e-70	m6A.sites
chr10	7160122	-	SFMBT2	NM_001029880.2	0.04343	135	22	100.771327014218	0.16296	0.1558826472	9.8e-08	1.3150535998253875e-07	m6A.sites
chr10	7160173	-	SFMBT2	NM_001029880.2	0.04343	114	36	100.771327014218	0.31579	0.30207524030000005	1.9000000000000003e-21	4.1383090066198354e-21	m6A.sites
chr10	7160203	-	SFMBT2	NM_001029880.2	0.04343	73	40	100.771327014218	0.54795	0.5241525315000001	4.899999999999999e-35	1.4658173805452447e-34	m6A.sites
chr10	7160241	-	SFMBT2	NM_001029880.2	0.04343	30	28	100.771327014218	0.9333299999999999	0.8927954780999999	2.8999999999999998e-36	8.883719374172515e-36	m6A.sites
chr10	7160323	-	SFMBT2	NM_001029880.2	0.04343	21	8	100.771327014218	0.38095	0.36440534150000004	1.5e-06	1.8862004078985047e-06	m6A.sites
chr10	7160334	-	SFMBT2	NM_001029880.2	0.04343	57	54	100.771327014218	0.94737	0.9062257209000001	7.099999999999998e-70	3.509212835354648e-69	m6A.sites
chr10	7160368	-	SFMBT2	NM_001029880.2	0.04343	261	83	100.771327014218	0.31801	0.3041988257	1.4e-47	5.179241812086306e-47	m6A.sites
chr10	7160457	-	SFMBT2	NM_001029880.2	0.04343	177	31	100.771327014218	0.17514000000000002	0.16753366980000003	4.1e-11	6.381254068598377e-11	m6A.sites
chr10	7160470	-	SFMBT2	NM_001029880.2	0.04343	207	181	100.771327014218	0.8744	0.836424808	6.999999999999996e-215	1.0342302938753086e-213	m6A.sites
chr10	7160480	-	SFMBT2	NM_001029880.2	0.04343	200	181	100.771327014218	0.905	0.86569585	2.099999999999999e-221	3.2123117935593926e-220	m6A.sites
chr10	7160534	-	SFMBT2	NM_001029880.2	0.04343	319	172	100.771327014218	0.53918	0.5157634126	1.3999999999999997e-143	1.3196539337655508e-142	m6A.sites
chr10	7160666	-	SFMBT2	NM_001029880.2	0.04343	144	23	100.771327014218	0.15972	0.1527833604	7.4e-08	9.988173452681893e-08	m6A.sites
chr10	7160671	-	SFMBT2	NM_001029880.2	0.04343	117	30	100.771327014218	0.25640999999999997	0.2452741137	2.3e-15	4.163119952893674e-15	m6A.sites
chr10	7160794	-	SFMBT2	NM_001029880.2	0.04343	46	8	100.771327014218	0.17390999999999998	0.1663570887	0.00075	0.0007866186233318061	m6A.sites
chr10	7160824	-	SFMBT2	NM_001029880.2	0.04343	203	195	100.771327014218	0.9605899999999999	0.9188715762999999	9.999999999999995e-253	1.7928595234127636e-251	m6A.sites
chr10	7160906	-	SFMBT2	NM_001029880.2	0.04343	152	127	100.771327014218	0.8355299999999999	0.7992429321	9.399999999999997e-146	8.995697576161883e-145	m6A.sites
chr10	7160914	-	SFMBT2	NM_001029880.2	0.04343	106	16	100.771327014218	0.15094000000000002	0.14438467580000003	1.4000000000000001e-05	1.6592344128662703e-05	m6A.sites
chr10	7161000	-	SFMBT2	NM_001029880.2	0.04343	83	45	100.771327014218	0.5421699999999999	0.5186235569	6.1e-39	1.9600577896575927e-38	m6A.sites
chr10	7161079	-	SFMBT2	NM_001029880.2	0.04343	259	33	100.771327014218	0.12741	0.1218765837	4.2e-08	5.7387989662244965e-08	m6A.sites
chr10	7161087	-	SFMBT2	NM_001029880.2	0.04343	271	90	100.771327014218	0.3321	0.317676897	2.9999999999999997e-53	1.2054170634698335e-52	m6A.sites
chr10	7161109	-	SFMBT2	NM_001029880.2	0.04343	293	167	100.771327014218	0.56997	0.5452162029	5.299999999999999e-145	5.044670677223868e-144	m6A.sites
chr10	7161312	-	SFMBT2	NM_001029880.2	0.04343	77	68	100.771327014218	0.8831200000000001	0.8447660984000002	2.6e-82	1.4696474729431543e-81	m6A.sites
chr10	7161318	-	SFMBT2	NM_001029880.2	0.04343	61	32	100.771327014218	0.52459	0.5018070563	1.6e-27	4.079706126318284e-27	m6A.sites
chr10	7161351	-	SFMBT2	NM_001029880.2	0.04343	33	9	100.771327014218	0.27273000000000003	0.26088533610000003	8.2e-06	9.879604920575372e-06	m6A.sites
chr10	7161411	-	SFMBT2	NM_001029880.2	0.04343	297	234	100.771327014218	0.78788	0.7536623716	2.7999999999999987e-255	5.08998225901833e-254	m6A.sites
chr10	7161547	-	SFMBT2	NM_001029880.2	0.04343	338	320	100.771327014218	0.94675	0.9056326475	0.0	0.0	m6A.sites
chr10	7161649	-	SFMBT2	NM_001029880.2	0.04343	119	62	100.771327014218	0.5210100000000001	0.4983825357000001	1.2999999999999997e-51	5.1029351672808194e-51	m6A.sites
chr10	7161802	-	SFMBT2	NM_001029880.2	0.04343	77	51	100.771327014218	0.6623399999999999	0.6335745737999999	2.5e-50	9.632005371530884e-50	m6A.sites
chr10	7161811	-	SFMBT2	NM_001029880.2	0.04343	93	41	100.771327014218	0.44086000000000003	0.42171345020000006	6.3999999999999995e-31	1.7626786811386443e-30	m6A.sites
chr10	7161838	-	SFMBT2	NM_001029880.2	0.04343	116	94	100.771327014218	0.81034	0.7751469338	9.499999999999997e-106	6.705594554699031e-105	m6A.sites
chr10	7161902	-	SFMBT2	NM_001029880.2	0.04343	246	197	100.771327014218	0.80081	0.7660308217	7.099999999999997e-218	1.0650940462911317e-216	m6A.sites
chr10	7161970	-	SFMBT2	NM_001029880.2	0.04343	143	38	100.771327014218	0.26573	0.25418934610000005	1.2999999999999998e-19	2.6851160022653313e-19	m6A.sites
chr10	7162012	-	SFMBT2	NM_001029880.2	0.04343	136	40	100.771327014218	0.29412	0.2813463684	2.3e-22	5.138896445741223e-22	m6A.sites
chr10	7162055	-	SFMBT2	NM_001029880.2	0.04343	296	216	100.771327014218	0.72973	0.6980378261	9.199999999999995e-223	1.4181866895909443e-221	m6A.sites
chr10	7162114	-	SFMBT2	NM_001029880.2	0.04343	285	96	100.771327014218	0.33684000000000003	0.3222110388	2.5e-57	1.0595775064014183e-56	m6A.sites
chr10	7162240	-	SFMBT2	NM_001029880.2	0.04343	239	70	100.771327014218	0.29289	0.2801697873	9.099999999999999e-38	2.864520465783083e-37	m6A.sites
chr10	7162368	-	SFMBT2	NM_001029880.2	0.04343	191	143	100.771327014218	0.74869	0.7161743933	7.499999999999998e-151	7.438090519426647e-150	m6A.sites
chr10	7162378	-	SFMBT2	NM_001029880.2	0.04343	199	29	100.771327014218	0.14573	0.1394009461	1.4e-08	1.9563759871155445e-08	m6A.sites
chr10	7162398	-	SFMBT2	NM_001029880.2	0.04343	282	144	100.771327014218	0.51064	0.4884629048	5.5e-116	4.222809177192607e-115	m6A.sites
chr10	7162415	-	SFMBT2	NM_001029880.2	0.04343	293	56	100.771327014218	0.19113	0.1828292241	1.2e-20	2.5543566001899334e-20	m6A.sites
chr10	7162433	-	SFMBT2	NM_001029880.2	0.04343	237	210	100.771327014218	0.88608	0.8475975456	6.899999999999998e-252	1.2321453112033192e-250	m6A.sites
chr10	7162437	-	SFMBT2	NM_001029880.2	0.04343	209	44	100.771327014218	0.21053000000000002	0.20138668210000002	3.2e-18	6.352792257516906e-18	m6A.sites
chr10	7162504	-	SFMBT2	NM_001029880.2	0.04343	160	68	100.771327014218	0.425	0.40654225	6.4e-49	2.4152398323365897e-48	m6A.sites
chr10	7162773	-	SFMBT2	NM_001029880.2	0.04343	135	33	100.771327014218	0.24444000000000002	0.23382397080000003	4.5e-16	8.339912148486284e-16	m6A.sites
chr10	7162777	-	SFMBT2	NM_001029880.2	0.04343	130	29	100.771327014218	0.22308000000000003	0.21339163560000005	3.2e-13	5.386713396126044e-13	m6A.sites
chr10	7162789	-	SFMBT2	NM_001029880.2	0.04343	97	23	100.771327014218	0.23711	0.2268123127	2.2999999999999998e-11	3.614261719234954e-11	m6A.sites
chr10	7162898	-	SFMBT2	NM_001029880.2	0.04343	42	10	100.771327014218	0.2381	0.22775931700000002	9.800000000000001e-06	1.1752255425393183e-05	m6A.sites
chr10	7163242	-	SFMBT2	NM_001029880.2	0.04343	96	45	100.771327014218	0.46875	0.44839218750000004	2.8999999999999997e-35	8.713768449862455e-35	m6A.sites
chr10	7163322	-	SFMBT2	NM_001029880.2	0.04343	132	37	100.771327014218	0.2803	0.268126571	5.2000000000000005e-20	1.086541012419767e-19	m6A.sites
chr10	7163359	-	SFMBT2	NM_001029880.2	0.04343	42	7	100.771327014218	0.16667	0.1594315219	0.002	0.0020306706491324926	m6A.sites
chr10	7163440	-	SFMBT2	NM_001029880.2	0.04343	71	69	100.771327014218	0.97183	0.9296234231	2.2999999999999997e-91	1.4201196556671446e-90	m6A.sites
chr10	7163541	-	SFMBT2	NM_001029880.2	0.04343	269	142	100.771327014218	0.52788	0.5049541716	4.199999999999999e-117	3.253480452156382e-116	m6A.sites
chr10	7163703	-	SFMBT2	NM_001029880.2	0.04343	58	48	100.771327014218	0.8275899999999999	0.7916477663	1.4000000000000001e-55	5.8019837448480415e-55	m6A.sites
chr10	7163709	-	SFMBT2	NM_001029880.2	0.04343	78	69	100.771327014218	0.8846200000000001	0.8462009534000001	1.2999999999999997e-83	7.446036520442928e-83	m6A.sites
chr10	7170962	-	SFMBT2	NM_001029880.2	0.04343	104	14	100.771327014218	0.13462000000000002	0.12877345340000002	0.00016999999999999999	0.0001863230410333727	m6A.sites
chr10	8620906	+	ELSE	ELSE	0.0212	390	52	48.03321326411697	0.13333	0.13050340400000002	1.5e-25	3.6452481788920883e-25	m6A.sites
chr10	8642272	+	ELSE	ELSE	0.0212	21	5	48.03321326411697	0.2381	0.23305228	6.6e-05	7.453807516887016e-05	m6A.sites
chr10	10579990	+	ELSE	ELSE	0.0212	37	5	48.03321326411697	0.13514	0.13227503200000001	0.001	0.0010285655559432705	m6A.sites
chr10	15211950	-	FAM171A1	XM_017015904.1	0.04094	227	25	291.52530933633295	0.11012999999999999	0.1056212778	8.400000000000001e-06	1.011349246315507e-05	m6A.sites
chr10	15212099	-	FAM171A1	XM_017015904.1	0.04094	109	34	291.52530933633295	0.31193000000000004	0.29915958580000007	6.1e-21	1.3095798663074929e-20	m6A.sites
chr10	15212226	-	FAM171A1	XM_017015904.1	0.04094	308	34	291.52530933633295	0.11039000000000002	0.10587063340000001	2.1e-07	2.7690680017403345e-07	m6A.sites
chr10	15212498	-	FAM171A1	XM_017015904.1	0.04094	337	292	291.52530933633295	0.8664700000000001	0.8309967182000001	0.0	0.0	m6A.sites
chr10	15212560	-	FAM171A1	XM_017015904.1	0.04094	209	157	291.52530933633295	0.7512	0.720445872	7.999999999999998e-170	9.037337253254934e-169	m6A.sites
chr10	15212569	-	FAM171A1	XM_017015904.1	0.04094	389	86	291.52530933633295	0.22108000000000003	0.21202898480000004	1.4e-37	4.390832106574939e-37	m6A.sites
chr10	15212578	-	FAM171A1	XM_017015904.1	0.04094	571	234	291.52530933633295	0.40981000000000006	0.39303237860000007	3.2999999999999993e-165	3.614060973127035e-164	m6A.sites
chr10	15212628	-	FAM171A1	XM_017015904.1	0.04094	548	56	291.52530933633295	0.10219	0.0980063414	6.3e-10	9.350510763627835e-10	m6A.sites
chr10	15212638	-	FAM171A1	XM_017015904.1	0.04094	460	405	291.52530933633295	0.8804299999999999	0.8443851957999999	0.0	0.0	m6A.sites
chr10	15212661	-	FAM171A1	XM_017015904.1	0.04094	621	505	291.52530933633295	0.8132	0.779907592	0.0	0.0	m6A.sites
chr10	15212725	-	FAM171A1	XM_017015904.1	0.04094	166	149	291.52530933633295	0.89759	0.8608426654	5.399999999999999e-185	6.702622288878633e-184	m6A.sites
chr10	15212797	-	FAM171A1	XM_017015904.1	0.04094	278	271	291.52530933633295	0.97482	0.9349108692	0.0	0.0	m6A.sites
chr10	15212803	-	FAM171A1	XM_017015904.1	0.04094	289	235	291.52530933633295	0.81315	0.7798596390000001	1.2999999999999995e-268	2.5162606818386246e-267	m6A.sites
chr10	15212807	-	FAM171A1	XM_017015904.1	0.04094	284	60	291.52530933633295	0.21126999999999999	0.2026206062	1.3e-25	3.163860204716394e-25	m6A.sites
chr10	15212895	-	FAM171A1	XM_017015904.1	0.04094	191	152	291.52530933633295	0.79581	0.7632295386000001	1.4999999999999995e-171	1.7135724145253764e-170	m6A.sites
chr10	15212904	-	FAM171A1	XM_017015904.1	0.04094	213	38	291.52530933633295	0.1784	0.171096304	2.6e-14	4.5436969057094127e-14	m6A.sites
chr10	15212925	-	FAM171A1	XM_017015904.1	0.04094	123	16	291.52530933633295	0.13008	0.1247545248	4.6e-05	5.2571603082626504e-05	m6A.sites
chr10	15213073	-	FAM171A1	XM_017015904.1	0.04094	165	43	291.52530933633295	0.26061	0.24994062660000002	1.3e-22	2.922986175693044e-22	m6A.sites
chr10	15213159	-	FAM171A1	XM_017015904.1	0.04094	402	344	291.52530933633295	0.85572	0.8206868232000001	0.0	0.0	m6A.sites
chr10	15213181	-	FAM171A1	XM_017015904.1	0.04094	360	59	291.52530933633295	0.16389	0.1571803434	1.8e-19	3.704057685503075e-19	m6A.sites
chr10	15213203	-	FAM171A1	XM_017015904.1	0.04094	176	29	291.52530933633295	0.16477	0.15802431620000001	2e-10	3.029111589734927e-10	m6A.sites
chr10	15213344	-	FAM171A1	XM_017015904.1	0.04094	86	44	291.52530933633295	0.51163	0.49068386780000006	1e-37	3.1444666890736657e-37	m6A.sites
chr10	15213366	-	FAM171A1	XM_017015904.1	0.04094	139	127	291.52530933633295	0.9136700000000001	0.8762643502000002	2.2999999999999992e-160	2.4342713098224375e-159	m6A.sites
chr10	15213390	-	FAM171A1	XM_017015904.1	0.04094	102	15	291.52530933633295	0.14706	0.1410393636	1.8e-05	2.1175561751681155e-05	m6A.sites
chr10	15213425	-	FAM171A1	XM_017015904.1	0.04094	289	158	291.52530933633295	0.54671	0.5243276926	2.9999999999999993e-137	2.6974927917763566e-136	m6A.sites
chr10	15213523	-	FAM171A1	XM_017015904.1	0.04094	234	123	291.52530933633295	0.52564	0.5041202984	2.0999999999999994e-104	1.4640398509638747e-103	m6A.sites
chr10	15213543	-	FAM171A1	XM_017015904.1	0.04094	413	318	291.52530933633295	0.76998	0.7384570188	0.0	0.0	m6A.sites
chr10	15213749	-	FAM171A1	XM_017015904.1	0.04094	437	364	291.52530933633295	0.83295	0.7988490269999999	0.0	0.0	m6A.sites
chr10	15213810	-	FAM171A1	XM_017015904.1	0.04094	576	208	291.52530933633295	0.36111	0.3463261566	6.899999999999999e-134	6.063608184268561e-133	m6A.sites
chr10	15213821	-	FAM171A1	XM_017015904.1	0.04094	581	114	291.52530933633295	0.19621	0.1881771626	8.699999999999999e-44	3.0335385338345865e-43	m6A.sites
chr10	15213857	-	FAM171A1	XM_017015904.1	0.04094	562	324	291.52530933633295	0.5765100000000001	0.5529076806000001	7.599999999999995e-290	1.6162881992488624e-288	m6A.sites
chr10	15213876	-	FAM171A1	XM_017015904.1	0.04094	430	69	291.52530933633295	0.16047	0.1539003582	5.799999999999999e-22	1.2811560847918697e-21	m6A.sites
chr10	15213938	-	FAM171A1	XM_017015904.1	0.04094	596	103	291.52530933633295	0.17282	0.1657447492	9.7e-35	2.8853939837982805e-34	m6A.sites
chr10	15213990	-	FAM171A1	XM_017015904.1	0.04094	325	58	291.52530933633295	0.17845999999999998	0.1711538476	5.2e-21	1.1185169487289704e-20	m6A.sites
chr10	15214083	-	FAM171A1	XM_017015904.1	0.04094	92	48	291.52530933633295	0.52174	0.5003799644	1.5e-41	5.040580004372676e-41	m6A.sites
chr10	15214137	-	FAM171A1	XM_017015904.1	0.04094	230	49	291.52530933633295	0.21304	0.2043181424	2.0999999999999997e-21	4.568140599884753e-21	m6A.sites
chr10	15214221	-	FAM171A1	XM_017015904.1	0.04094	130	86	291.52530933633295	0.66154	0.6344565524	7.2e-86	4.214490356627948e-85	m6A.sites
chr10	15214234	-	FAM171A1	XM_017015904.1	0.04094	196	184	291.52530933633295	0.93878	0.9003463467999999	1.2999999999999993e-237	2.1646111583997513e-236	m6A.sites
chr10	15214362	-	FAM171A1	XM_017015904.1	0.04094	543	92	291.52530933633295	0.16943	0.1624935358	1.5e-30	4.0955791851184506e-30	m6A.sites
chr10	15214412	-	FAM171A1	XM_017015904.1	0.04094	135	116	291.52530933633295	0.85926	0.8240818956	3.0999999999999988e-139	2.831302631578946e-138	m6A.sites
chr10	15214500	-	FAM171A1	XM_017015904.1	0.04094	430	72	291.52530933633295	0.16744	0.1605850064	5.8e-24	1.3535618845169408e-23	m6A.sites
chr10	15214527	-	FAM171A1	XM_017015904.1	0.04094	406	43	291.52530933633295	0.10590999999999999	0.1015740446	2e-08	2.7752677840187273e-08	m6A.sites
chr10	15214547	-	FAM171A1	XM_017015904.1	0.04094	253	40	291.52530933633295	0.1581	0.151627386	3.4e-13	5.718551463231616e-13	m6A.sites
chr10	15269028	+	ELSE	ELSE	0.0212	15	9	48.03321326411697	0.6	0.58728	3.9e-12	6.315410781074796e-12	m6A.sites
chr10	19816427	+	PLXDC2	XM_011519750.2	0.02228	72	8	37.4159445407279	0.11110999999999999	0.10863446919999999	0.0002	0.00021806730140713754	m6A.sites
chr10	19816434	+	PLXDC2	XM_011519750.2	0.02228	100	18	37.4159445407279	0.18	0.1759896	9.8e-12	1.562260021780843e-11	m6A.sites
chr10	19816610	+	PLXDC2	XM_011519750.2	0.02228	70	7	37.4159445407279	0.1	0.09777200000000001	0.0009599999999999999	0.0009997669151098636	m6A.sites
chr10	19816696	+	PLXDC2	XM_011519750.2	0.02228	61	13	37.4159445407279	0.21311	0.2083619092	8e-10	1.1819612474423587e-09	m6A.sites
chr10	19816768	+	PLXDC2	XM_011519750.2	0.02228	103	20	37.4159445407279	0.19417	0.18984389240000002	1.6e-13	2.721610105848966e-13	m6A.sites
chr10	19816949	+	PLXDC2	XM_011519750.2	0.02228	96	17	37.4159445407279	0.17708	0.1731346576	4.7999999999999996e-11	7.452032813616062e-11	m6A.sites
chr10	19817045	+	PLXDC2	XM_011519750.2	0.02228	20	12	37.4159445407279	0.6	0.586632	1.6e-15	2.911537518287681e-15	m6A.sites
chr10	21673434	+	MLLT10	NR_136736.1	0.01944	337	210	139.30520504731862	0.62315	0.6110359639999999	1.499999999999999e-265	2.8619303067919826e-264	m6A.sites
chr10	21673452	+	MLLT10	NR_136736.1	0.01944	266	147	139.30520504731862	0.5526300000000001	0.5418868728	3.599999999999999e-175	4.212542280711293e-174	m6A.sites
chr10	21673661	+	MLLT10	NR_136736.1	0.01944	105	13	139.30520504731862	0.12380999999999999	0.12140313359999999	1.5e-07	1.9930378887050163e-07	m6A.sites
